Nt8FJ,12087620705283.0,4.797982,1.0,4.990433,6.49224,80.0,0.0,0.0,0.0,0.0,3.850148,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,4.65396,0.0,0.0,+1
VCaTF,282114466020.0,3.151926,1.0,3.73767,3.89182,83.0,0.0,0.0,1.0,0.0,2.564949,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.890372,0.0,0.0,+1
gParY,173284955.0,1.785813,1.0,1.791759,1.94591,0.0,0.0,0.0,0.0,0.0,4.26268,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.637586,0.0,0.0,+1
DtWDw,4708728355523.0,2.394989,1.0,3.091042,2.890372,0.0,0.0,0.0,0.0,0.0,4.804021,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.772589,0.0,0.0,+1
4hUov,1459162488.0,2.00292,1.0,4.836282,4.158883,0.0,0.0,0.0,0.0,0.0,4.521789,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.397895,0.0,0.0,+1
4VnZH,747590455.0,1.380899,1.0,3.091042,2.397895,0.0,0.0,0.0,0.0,0.0,2.70805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.791759,0.0,0.0,-1
madOS,42438676159.0,0.0,1.0,4.488636,3.912023,65.0,0.0,0.0,0.0,0.0,4.394449,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.94591,0.0,0.0,+1
6DvWu,14994168760886.0,1.816477,1.0,0.693147,1.386294,0.0,0.0,0.0,0.0,0.0,3.218876,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.484907,0.0,0.0,-1
bvQwT,6888628852259.0,3.009992,1.0,4.744932,6.274762,0.0,0.0,0.0,0.0,0.0,5.327876,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.079442,0.0,0.0,+1
Yyon1,5543511301254.0,1.714707,1.0,3.135494,3.295837,0.0,0.0,0.0,0.0,0.0,3.555348,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.772589,0.0,0.0,+1
67JDj,746701980.0,2.5913,1.0,2.772589,6.259581,0.0,0.0,0.0,0.0,0.0,5.283204,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.988984,0.0,0.0,+1
AlzGR,6961101378430.0,1.821645,1.0,4.672829,5.669881,0.0,0.0,0.0,0.0,0.0,3.7612,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.609438,0.0,0.0,+1
slQXh,634300857.0,1.798752,1.0,4.663439,4.934474,81.428571,0.0,0.0,0.0,0.0,2.397895,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.791759,0.0,0.0,+1
H8Mp6,1193643930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.091042,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.386294,0.0,0.0,-1
LVIdc,1143394593947.0,0.0,1.0,6.265301,7.186144,70.0,0.0,1.711339,0.0,0.0,1.098612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.465736,0.0,0.0,-1
RiH8z,1165699134125.0,3.319049,1.0,4.219508,4.094345,92.857143,0.0,0.0,0.0,0.0,2.890372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.062595,0.0,0.0,+1
kQOe4,29846045584236.0,0.0,1.0,4.219508,4.624973,66.0,0.0,1.190382,1.0,1.0,2.302585,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.079442,0.0,0.0,-1
x912c,1965531399827.0,0.0,1.0,4.189655,3.526361,0.0,0.0,0.0,0.0,0.0,3.871201,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.044522,0.0,0.0,-1
tmppP,794866883218.0,0.0,1.0,3.637586,4.174387,75.0,0.0,0.0,0.0,0.0,3.218876,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,5.874931,0.0,0.0,-1
ymv87,4616624265449.0,4.011195,1.0,3.951244,4.158883,0.0,0.0,0.0,0.0,0.0,4.762174,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.079442,0.0,0.0,-1
QFIPm,1600707566246.0,1.960632,1.0,4.304065,4.26268,0.0,0.0,0.0,0.0,0.0,3.178054,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,27.0,3.713572,0.0,0.0,+1
aTGEA,1581262079607.0,2.702326,1.0,5.117994,5.068904,73.0,0.0,0.0,0.0,0.0,5.123964,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.772589,0.0,0.0,+1
W94Mt,8400363511.0,3.055082,1.0,4.418841,4.867534,0.0,0.0,0.0,0.0,0.0,2.484907,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.197225,0.0,0.0,-1
uFu7U,4535849186693.0,0.0,1.0,3.526361,3.044522,0.0,0.0,0.0,0.0,0.0,3.465736,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.94591,0.0,0.0,+1
Pmn8R,7711910472669.0,0.0,1.0,3.555348,3.951244,62.857143,0.0,0.0,0.0,0.0,6.955593,55.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.890372,0.0,0.0,-1
Vanub,265871608147.0,0.0,1.0,4.85203,5.831882,0.0,0.0,0.0,0.0,0.0,3.78419,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.302585,0.0,0.0,-1
ThCxD,6369495493863.0,1.337714,1.0,3.135494,3.044522,0.0,0.0,0.0,0.0,0.0,3.044522,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.772589,0.0,0.0,-1
ChNxD,1320214998.0,1.11746,1.0,1.609438,1.098612,0.0,3.005259,5.050507,0.0,0.0,3.73767,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.995732,0.0,0.0,-1
UiWMg,1206884885857.0,3.0855,1.0,4.317488,4.025352,0.0,0.0,0.0,0.0,0.0,3.526361,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.484907,0.0,0.0,-1
naiXA,1222073882654.0,1.832085,1.0,1.791759,2.397895,0.0,0.0,0.0,0.0,0.0,4.564348,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.484907,0.0,0.0,+1
dg444,130322514961.0,2.080163,1.0,4.442651,4.682131,0.0,0.0,0.0,0.0,0.0,3.713572,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.295837,0.0,0.0,+1
uSHxh,1583233111.0,0.0,1.0,4.330733,3.828641,0.0,0.0,0.0,0.0,0.0,1.94591,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.197225,0.0,0.0,+1
QDF9j,1218328296.0,1.796502,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,3.78419,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.772589,0.0,0.0,+1
FhGiq,1392234643950.0,0.0,1.0,3.465736,4.369448,79.0,0.0,0.0,0.0,0.0,4.553877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.386294,0.0,0.0,+1
FSIO4,3147642067.0,1.482718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.772589,0.0,0.0,-1
BQJ4K,6740690416683.0,1.715109,1.0,3.871201,5.459586,0.0,0.0,0.0,0.0,0.0,4.174387,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.791759,0.0,0.0,+1
n17Ps,15932877108955.0,2.727787,1.0,4.905275,7.181592,0.0,0.0,0.0,1.0,0.0,3.806662,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.484907,0.0,0.0,-1
C6mRi,6355270366459.0,3.31075,1.0,4.143135,4.043051,67.0,0.0,0.0,0.0,0.0,5.583496,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.079442,0.0,0.0,+1
sMReu,2400827828503.0,0.0,1.0,6.122493,6.066108,59.0,0.0,0.0,0.0,0.0,3.332205,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.079442,0.0,0.0,-1
x4I6i,16522091258454.0,0.0,1.0,5.796058,5.978886,0.0,0.0,0.0,0.0,0.0,4.248495,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.401197,0.0,0.0,-1
NDqU0,23488417076318.0,2.027838,1.0,3.135494,3.610918,0.0,0.0,0.0,0.0,0.0,3.828641,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,3.637586,0.0,0.0,-1
LH6yt,196429723184.0,1.82789,1.0,3.663562,4.442651,0.0,0.0,0.0,0.0,0.0,3.044522,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.609438,0.0,0.0,-1
hUqEC,40258063490.0,2.240409,1.0,4.276666,3.871201,0.0,0.0,0.0,0.0,0.0,3.295837,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.639057,0.0,0.0,-1
dcTmQ,5790375776435.0,0.0,1.0,3.332205,3.218876,10.0,0.0,0.0,0.0,1.0,1.609438,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.386294,0.0,0.0,-1
YgqM3,9016999794377.0,3.035392,1.0,1.386294,2.70805,0.0,0.0,0.0,0.0,0.0,4.727388,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.197225,0.0,0.0,+1
rMnKH,4233872421935.0,1.865718,1.0,2.564949,2.833213,0.0,0.0,0.0,0.0,0.0,1.94591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.386294,0.0,0.0,-1
yrBrj,3545252043251.0,1.371623,1.0,3.713572,4.025352,0.0,0.0,0.0,0.0,0.0,1.94591,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.944439,0.0,0.0,-1
i5AnJ,1262570964111.0,0.0,1.0,8.557759,7.95015,59.0,0.0,0.0,0.0,1.0,1.94591,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.609438,0.0,0.0,-1
4AlPC,3923270.0,0.0,1.0,5.874931,7.052721,56.0,0.0,0.0,1.0,0.0,4.127134,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,5.983936,0.0,0.0,+1
JeDQk,1051787398.0,1.811139,1.0,5.802118,4.644391,0.0,0.0,0.0,0.0,0.0,3.713572,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,2.302585,0.0,0.0,+1
SYFGm,8222447237.0,1.141894,1.0,4.691348,4.158883,80.0,0.0,0.0,0.0,0.0,2.70805,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.833213,0.0,0.0,+1
xc5mO,9184836987940.0,2.130671,1.0,3.988984,5.09375,0.0,0.0,0.0,0.0,0.0,5.655992,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.791759,0.0,0.0,+1
sajOT,1563545175573.0,1.049416,1.0,3.7612,2.197225,0.0,0.0,0.0,0.0,0.0,2.197225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.079442,0.0,0.0,-1
uLg1w,15775646032941.0,1.894805,1.0,4.51086,4.418841,0.0,0.0,0.0,0.0,0.0,2.890372,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.94591,0.0,0.0,+1
b0KTF,166164146787.0,0.0,1.0,4.465908,3.663562,0.0,0.0,0.0,0.0,0.0,3.295837,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.386294,0.0,0.0,-1
46jvs,14973242120018.0,1.962475,1.0,2.397895,2.944439,0.0,1.689824,3.497987,0.0,0.0,4.382027,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,4.158883,0.0,0.0,-1
iQZfY,134581674817.0,3.335125,1.0,2.079442,2.197225,0.0,0.0,0.0,0.0,0.0,3.912023,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.397895,0.0,0.0,+1
aI3sF,5347737474583.0,0.0,1.0,5.278115,4.317488,53.333333,0.0,0.0,0.0,0.0,3.850148,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.218876,0.0,0.0,-1
FLvRQ,749060531835.0,1.308763,1.0,4.465908,3.988984,60.0,0.0,0.0,0.0,0.0,3.555348,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,5.669881,0.0,0.0,+1
ekGWP,81763757.0,1.34776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.791759,0.0,0.0,-1
blDKi,1894440769520.0,1.857585,1.0,2.484907,1.386294,0.0,0.0,0.0,0.0,0.0,3.610918,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.94591,0.0,0.0,+1
mc6j7,8886883404433.0,1.184911,1.0,4.488636,4.454347,60.0,0.0,0.0,0.0,0.0,2.302585,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.079442,0.0,0.0,+1
ndnWE,1965731807.0,0.0,0.0,2.484907,2.70805,0.0,0.0,0.0,0.0,0.0,2.079442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.079442,0.0,0.0,-1
D4VMR,1058109891.0,1.138874,1.0,1.791759,1.098612,0.0,0.0,0.0,0.0,0.0,3.258097,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.94591,0.0,0.0,-1
PeDsG,701901385.0,1.304076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75359,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.772589,0.0,0.0,-1
E3Ytp,4359793982639.0,1.335648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.890372,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.484907,0.0,0.0,-1
a0tzG,8359115.0,1.714835,1.0,1.386294,2.197225,0.0,0.0,0.0,0.0,0.0,3.663562,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,96.0,6.345636,0.0,0.0,+1
